"u_id","u_gender","u_age","u_weekly_utilisation","u_sub_utilisation","u_format_pref","u_genre_pref","u_rating_given","u_other_sub","u_plan","u_occupation","baseline_score","treated","treatment_score","total_score","resub"
4001,1,2,3,0.51,2,5,2.67,1,2,2,601.894874051873,1,233.726903371339,835.621777423212,1
4002,2,3,3,0.77,1,7,1.17,0,2,2,655.694874051873,0,0,655.694874051873,1
4003,1,4,0,0.89,1,3,3.77,1,2,3,401.294874051873,1,91.6980259251115,492.992899976984,0
4004,2,5,1,0.67,1,7,1.49,0,2,3,428.694874051873,0,0,428.694874051873,0
4005,1,3,5,0.23,1,7,0.88,1,1,2,695.994874051873,0,0,695.994874051873,1
4006,1,3,7,0.3,2,1,4.94,0,1,2,1173.09487405187,0,0,1173.09487405187,1
4007,2,3,5,0.62,1,3,2.53,0,2,2,934.194874051873,0,0,934.194874051873,1
4008,1,1,1,0.05,1,4,2.76,1,1,1,506.594874051873,1,404.484229870823,911.079103922696,1
4009,1,2,7,0.35,1,6,0.36,0,1,2,1030.59487405187,1,228.546812397949,1259.14168644982,1
4010,1,1,5,0.57,1,4,3.26,0,1,1,1114.19487405187,0,0,1114.19487405187,1
4011,1,3,4,0.69,1,3,2.14,1,2,3,753.794874051873,1,92.3346617042679,846.129535756141,1
4012,1,3,2,0.77,1,1,3.97,1,2,2,705.694874051873,1,160.763456193595,866.458330245468,1
4013,1,3,7,0.42,3,2,1.37,1,2,4,985.194874051873,1,213.731392397271,1198.92626644914,1
4014,1,3,3,0.5,2,2,4.15,1,1,2,564.594874051873,0,0,564.594874051873,1
4015,1,2,4,0.87,1,4,2.56,0,1,2,943.194874051873,0,0,943.194874051873,1
4016,1,3,3,0.51,1,2,4.41,1,2,3,728.894874051873,1,71.7255098406645,800.620383892537,1
4017,1,3,0,0.18,1,3,2.64,0,2,3,307.494874051873,0,0,307.494874051873,0
4018,1,4,3,0.3,3,4,1.99,1,2,3,560.594874051873,0,0,560.594874051873,1
4019,1,5,3,0.12,2,7,2.53,1,2,3,484.194874051873,0,0,484.194874051873,1
4020,1,1,6,0.37,1,3,3.09,1,2,1,1109.69487405187,0,0,1109.69487405187,1
4021,2,1,6,0.07,2,2,2.81,1,2,1,956.694874051873,0,0,956.694874051873,1
4022,1,2,6,0.85,1,3,0.74,0,2,2,1049.59487405187,1,91.7089905537899,1141.30386460566,1
4023,2,4,6,0.64,2,1,1.91,1,2,3,945.794874051873,0,0,945.794874051873,1
4024,2,1,3,0.16,2,5,0.24,0,2,1,549.894874051873,1,301.531992413723,851.426866465595,1
4025,2,4,0,0.11,2,5,3.03,0,2,2,217.894874051873,1,96.6573231410675,314.55219719294,1
4026,1,2,4,0.79,1,4,4.84,0,2,3,1096.79487405187,1,181.764772317491,1278.55964636936,1
4027,1,5,3,0.82,2,5,2.62,1,2,3,579.694874051873,0,0,579.694874051873,1
4028,1,1,0,0.89,1,7,2.86,1,1,1,425.794874051873,0,0,425.794874051873,1
4029,1,4,7,0.48,1,3,0.1,1,1,3,919.494874051873,0,0,919.494874051873,1
4030,1,1,0,0.31,2,1,3.62,1,2,1,418.394874051873,1,334.81071299382,753.205587045693,1
4031,2,3,3,0.17,2,2,3.46,1,2,2,537.194874051873,1,110.225563196114,647.420437247987,1
4032,2,3,1,0.4,1,2,2.07,0,1,2,372.594874051873,1,100.70417195854,473.299046010413,1
4033,1,3,3,0.16,3,3,2.49,1,2,4,547.394874051873,1,197.21754032787,744.612414379743,1
4034,1,3,7,0.86,2,7,4.87,1,1,3,1107.39487405187,1,220.906100733877,1328.30097478575,1
4035,2,3,4,0.22,1,3,1.58,1,2,3,664.694874051873,0,0,664.694874051873,1
4036,2,2,0,0.97,1,7,0.28,0,2,2,352.194874051873,1,176.206513312578,528.401387364451,1
4037,2,3,1,0.91,1,5,0.29,1,1,3,294.894874051873,0,0,294.894874051873,0
4038,1,2,4,0.84,2,6,2.51,1,2,3,751.794874051873,1,242.372313467884,994.167187519757,1
4039,1,4,5,0.07,2,1,3.74,1,2,3,848.194874051873,1,135.036806358515,983.231680410388,1
4040,1,3,2,0.84,1,2,0.16,1,1,3,394.294874051873,0,0,394.294874051873,1
4041,1,2,6,0.13,2,5,4.48,0,2,3,1042.99487405187,1,176.323929528052,1219.31880357993,1
4042,2,2,7,0.96,1,3,3.22,1,1,3,1197.89487405187,0,0,1197.89487405187,1
4043,1,3,7,0.94,2,3,1.19,0,2,4,1098.79487405187,1,161.115488707842,1259.91036275972,1
4044,2,4,1,0.72,2,3,1.53,1,1,4,292.194874051873,0,0,292.194874051873,0
4045,2,3,4,0.56,1,4,1.2,1,1,3,719.894874051873,0,0,719.894874051873,0
4046,2,5,6,0.06,2,6,1.61,1,2,3,775.394874051873,0,0,775.394874051873,1
4047,1,1,2,0.05,1,7,2.34,0,1,1,575.594874051873,0,0,575.594874051873,1
4048,1,3,7,0.71,2,6,2.49,1,2,4,1078.89487405187,0,0,1078.89487405187,1
4049,1,3,0,0.25,1,2,3.89,0,2,3,379.094874051873,1,-6.24665757681453,372.848216475058,0
4050,1,4,3,0.17,2,1,4.2,0,1,3,659.194874051873,0,0,659.194874051873,1
4051,1,3,4,0.06,1,6,3.11,0,2,4,835.394874051873,1,196.828510378259,1032.22338443013,1
4052,2,4,4,0.21,1,1,0.78,1,1,2,653.394874051873,0,0,653.394874051873,1
4053,1,3,0,0.2,2,4,1.74,0,1,2,195.094874051873,0,0,195.094874051873,0
4054,2,2,1,0.63,1,6,0.31,1,1,3,319.494874051873,0,0,319.494874051873,0
4055,2,2,4,0.95,1,6,0.69,1,2,2,775.094874051873,1,245.906314253528,1021.0011883054,1
4056,1,4,3,0.25,2,7,0.75,1,2,2,412.094874051873,0,0,412.094874051873,1
4057,2,2,0,0.92,1,3,2.75,1,2,2,414.194874051873,0,0,414.194874051873,1
4058,2,3,0,0.37,3,2,2,0,1,4,210.194874051873,1,194.779676311517,404.97455036339,1
4059,1,3,0,0.29,1,2,4.07,1,2,4,398.294874051873,1,225.676775671501,623.971649723374,1
4060,1,3,3,0.79,2,2,4.43,0,2,2,721.294874051873,1,29.6958203838985,750.990694435772,1
4061,1,6,3,0.2,1,1,1.91,1,2,5,703.594874051873,1,156.951016700416,860.545890752289,1
4062,1,1,0,0.44,2,6,2.21,1,1,1,234.794874051873,0,0,234.794874051873,0
4063,2,5,4,0.08,1,4,0.82,0,1,3,693.494874051873,0,0,693.494874051873,1
4064,2,2,3,0.04,1,3,1.97,1,2,2,605.794874051873,1,174.614397568417,780.40927162029,1
4065,1,4,4,0.52,3,6,2.85,1,2,4,727.194874051873,1,239.754293486162,966.949167538035,0
4066,1,4,3,0.64,2,6,4.68,1,1,2,609.294874051873,0,0,609.294874051873,1
4067,1,4,5,0.81,1,6,3.9,1,1,3,922.394874051873,0,0,922.394874051873,1
4068,1,3,2,0.31,2,3,3.29,1,2,3,431.894874051873,1,111.974874692353,543.869748744226,1
4069,2,1,3,0.57,2,1,1.7,0,2,1,756.194874051873,0,0,756.194874051873,1
4070,1,2,0,0.31,2,3,1.79,0,1,2,191.894874051873,1,165.396374581152,357.291248633025,0
4071,2,3,1,0.3,3,3,2.31,0,1,2,271.594874051873,1,99.8300077250531,371.424881776926,0
4072,1,3,4,0.71,2,7,4.35,1,2,4,826.894874051873,0,0,826.894874051873,1
4073,2,2,1,0.1,1,1,4.18,0,1,3,579.094874051873,1,223.071786897536,802.166660949409,1
4074,2,3,3,0.22,2,5,4.44,0,1,3,597.694874051873,0,0,597.694874051873,1
4075,1,2,2,0.06,3,5,1.02,0,1,3,350.894874051873,0,0,350.894874051873,0
4076,2,3,0,0.46,2,4,3.88,0,2,3,385.894874051873,0,0,385.894874051873,1
4077,1,2,2,0.2,2,2,1.23,0,1,4,439.594874051873,1,299.896336911758,739.491210963631,1
4078,1,3,7,0.38,3,7,0.15,0,1,2,863.994874051873,0,0,863.994874051873,1
4079,2,2,1,0.56,1,5,0.93,1,1,2,341.394874051873,1,256.690590739457,598.08546479133,1
4080,2,3,6,0.33,1,2,0.12,0,1,3,840.994874051873,0,0,840.994874051873,1
4081,2,2,0,0.93,2,2,3.69,0,1,2,367.494874051873,0,0,367.494874051873,0
4082,1,3,2,0.16,2,4,4.6,1,1,4,567.894874051873,1,302.037622512172,869.932496564045,0
4083,1,1,6,0.57,1,6,1.36,0,2,1,1104.19487405187,0,0,1104.19487405187,1
4084,2,2,0,0.19,2,1,4.93,1,1,3,358.294874051873,1,295.654968683747,653.94984273562,1
4085,1,4,7,0.03,1,6,3.51,0,2,3,1136.49487405187,1,51.5966863307907,1188.09156038266,1
4086,1,2,0,0.65,2,6,1.91,1,2,2,237.094874051873,0,0,237.094874051873,0
4087,2,3,3,0.66,1,6,1.21,1,2,2,588.394874051873,1,142.344147301365,730.739021353238,1
4088,1,2,7,0.83,2,1,2.11,0,1,3,1160.49487405187,1,232.292472829252,1392.78734688113,0
4089,1,3,3,0.67,1,4,2.8,0,2,2,804.194874051873,1,80.7845855541372,884.97945960601,1
4090,1,3,7,0.16,2,5,0.91,0,2,2,923.394874051873,1,101.002186486957,1024.39706053883,1
4091,1,1,3,0.02,1,2,1.04,1,1,1,566.694874051873,0,0,566.694874051873,1
4092,2,2,5,0.84,2,7,1.69,1,1,3,775.794874051873,0,0,775.794874051873,1
4093,2,4,0,0.98,1,1,3.79,0,1,3,498.994874051873,0,0,498.994874051873,0
4094,2,1,7,0.37,2,2,3.77,0,1,1,1163.69487405187,0,0,1163.69487405187,1
4095,2,2,1,0.72,1,3,2.8,1,2,2,505.694874051873,1,154.675736981828,660.370611033701,1
4096,2,3,0,0.43,1,2,0.23,1,1,3,114.494874051873,1,193.764126515827,308.2590005677,0
4097,1,3,3,0.75,2,1,2.87,1,2,4,723.094874051873,0,0,723.094874051873,0
4098,2,3,2,0.36,2,2,4.63,1,2,2,505.394874051873,1,100.966633374061,606.361507425934,1
4099,2,2,3,0.6,1,5,3.79,1,2,2,769.594874051873,0,0,769.594874051873,1
4100,1,3,3,0.33,1,3,1.1,1,2,3,539.994874051873,1,111.226417138146,651.221291190019,1
4101,2,4,6,0.45,1,4,4.53,1,2,3,1152.09487405187,1,157.802676063229,1309.8975501151,1
4102,1,4,4,0.17,2,1,2.14,1,2,3,666.194874051873,1,120.447895591683,786.642769643556,1
4103,1,3,0,0.12,2,1,4.13,1,2,3,299.194874051873,0,0,299.194874051873,0
4104,1,3,4,0.79,2,5,1.2,1,2,4,679.794874051873,1,239.36264309965,919.157517151523,1
4105,1,6,2,0.71,2,1,0.04,1,1,5,411.394874051873,1,240.384124676719,651.778998728592,1
4106,2,1,4,0.4,1,1,2.83,0,1,1,955.594874051873,1,307.532119568247,1263.12699362012,1
4107,1,3,3,1,2,7,4.84,1,2,3,714.094874051873,1,150.17118106151,864.266055113383,1
4108,1,2,6,0.72,1,6,4.23,1,1,2,1102.19487405187,0,0,1102.19487405187,1
4109,2,3,3,0.68,1,1,1.03,0,1,2,666.994874051873,0,0,666.994874051873,1
4110,2,3,7,0.37,1,7,1.65,0,2,3,1087.69487405187,1,81.1027797462852,1168.79765379816,1
4111,1,2,5,0.43,1,5,4.81,0,1,3,1033.49487405187,1,202.862658936034,1236.35753298791,1
4112,2,3,1,0.78,2,1,0.86,0,2,2,391.494874051873,0,0,391.494874051873,0
4113,2,6,5,0.09,2,3,4.47,1,1,5,817.294874051873,0,0,817.294874051873,1
4114,1,4,5,0.48,3,3,3.53,1,2,3,810.994874051873,1,103.433816485743,914.428690537616,1
4115,2,4,3,0.7,3,2,2.62,1,1,4,574.094874051873,0,0,574.094874051873,1
4116,1,4,6,0.32,2,5,4.08,1,1,3,882.694874051873,1,258.832316930179,1141.52719098205,1
4117,2,4,3,0.21,2,1,0.65,1,2,3,481.894874051873,0,0,481.894874051873,1
4118,1,3,1,0.49,1,3,1.21,1,2,2,336.294874051873,1,100.74188267941,437.036756731283,1
4119,2,2,5,0.75,1,4,1.63,0,1,2,996.094874051873,0,0,996.094874051873,1
4120,1,3,1,0.99,2,3,2.5,0,1,3,370.794874051873,1,107.656830080712,478.451704132585,1
4121,1,3,7,0.28,2,7,1.01,0,2,2,943.994874051873,0,0,943.994874051873,1
4122,1,5,5,0.58,2,3,4,0,2,3,902.494874051873,1,39.7841901818582,942.279064233731,1
4123,2,3,4,0.88,2,1,2.85,1,1,3,743.994874051873,1,208.820910685415,952.815784737288,1
4124,1,1,1,0.5,2,1,2.12,0,1,1,488.094874051873,0,0,488.094874051873,1
4125,2,3,3,0.87,2,1,0.65,1,1,2,517.694874051873,1,248.680254867549,766.375128919422,1
4126,1,3,0,0.25,1,1,4.15,0,2,2,472.094874051873,1,106.415332016447,578.51020606832,1
4127,1,4,3,0.55,2,2,0.15,1,2,3,421.094874051873,1,89.7566654115493,510.851539463422,1
4128,1,2,3,0.13,1,2,1.61,0,2,2,654.494874051873,1,95.0814495659114,749.576323617784,1
4129,1,3,1,0.85,2,4,1.58,0,2,2,436.594874051873,1,35.4976010755507,472.092475127424,1
4130,2,2,2,0.74,2,3,1.54,1,2,3,460.294874051873,0,0,460.294874051873,1
4131,2,2,0,0.1,1,6,0.91,0,1,2,220.594874051873,0,0,220.594874051873,0
4132,1,1,4,0.14,1,5,4.52,1,2,1,921.294874051873,0,0,921.294874051873,1
4133,2,4,6,0.55,1,6,1.29,1,1,3,873.094874051873,0,0,873.094874051873,1
4134,1,4,7,0.54,1,6,1.98,0,1,2,1076.29487405187,1,147.982281242165,1224.27715529404,1
4135,2,2,3,0.59,2,6,4.52,0,1,3,709.794874051873,1,242.137704864643,951.932578916516,1
4136,2,3,4,0.76,2,7,3.39,0,1,2,730.394874051873,0,0,730.394874051873,1
4137,2,4,5,0.89,3,7,3.9,0,2,3,937.794874051873,0,0,937.794874051873,1
4138,2,2,0,0.92,2,4,1.93,0,2,3,408.194874051873,0,0,408.194874051873,1
4139,2,2,5,0.96,2,5,0.6,1,1,2,736.894874051873,0,0,736.894874051873,1
4140,2,5,7,0.41,1,1,3.82,1,1,3,1176.39487405187,0,0,1176.39487405187,1
4141,1,3,7,0.03,2,2,0.18,1,2,3,814.994874051873,1,114.623851118021,929.618725169894,1
4142,1,2,0,0.58,1,4,0.09,1,2,4,376.994874051873,0,0,376.994874051873,0
4143,1,4,1,0.89,1,6,1.33,0,1,3,399.294874051873,0,0,399.294874051873,1
4144,1,1,2,0.35,1,2,4.38,1,1,1,661.594874051873,0,0,661.594874051873,1
4145,1,4,3,0.34,1,2,0.8,0,1,3,531.294874051873,1,135.431116441153,666.725990493026,1
4146,2,2,2,0.63,3,1,2.45,1,2,4,631.494874051873,0,0,631.494874051873,1
4147,2,3,5,0.84,1,6,4.55,1,2,3,1008.79487405187,0,0,1008.79487405187,1
4148,1,4,5,0.69,2,1,0.94,1,2,3,788.794874051873,1,137.036354782748,925.831228834621,1
4149,1,2,4,0.69,2,2,2.45,0,1,3,734.294874051873,1,163.479532832336,897.774406884209,1
4150,1,2,6,0.1,3,5,4.93,0,1,2,1011.59487405187,1,235.109775270021,1246.70464932189,1
4151,2,2,5,0.89,1,1,3.32,0,2,2,1148.79487405187,1,184.805868654303,1333.60074270618,1
4152,1,2,2,0.41,1,1,4.71,1,1,4,765.894874051873,1,378.651968823318,1144.54684287519,1
4153,1,2,2,0.28,3,2,4.44,0,1,3,550.494874051873,0,0,550.494874051873,1
4154,2,2,7,0.52,2,6,0.88,0,2,3,1028.69487405187,0,0,1028.69487405187,1
4155,1,2,1,0.18,2,6,1.5,1,2,3,270.494874051873,1,231.281628218686,501.776502270559,0
4156,2,3,7,0.41,2,3,4.7,1,1,2,1040.39487405187,1,203.868300645914,1244.26317469779,1
4157,1,2,6,0.59,2,2,3.25,0,1,3,991.294874051873,1,146.500474914378,1137.79534896625,1
4158,1,3,1,0.09,3,4,3.86,0,1,3,401.794874051873,1,122.871764508331,524.666638560204,1
4159,1,4,3,0.81,1,1,3.17,1,1,3,735.894874051873,1,235.228878434669,971.123752486542,1
4160,1,2,6,0.1,3,5,1.83,0,1,3,856.594874051873,0,0,856.594874051873,1
4161,1,4,4,0.93,1,4,4.57,1,2,3,986.494874051873,0,0,986.494874051873,1
4162,2,2,4,0.58,1,3,4.22,0,2,3,958.494874051873,1,113.634788067902,1072.12966211977,1
4163,1,6,1,0.34,1,2,4.1,1,1,5,471.294874051873,0,0,471.294874051873,1
4164,1,2,2,0.98,1,4,4.6,1,2,4,884.494874051873,1,307.379432209315,1191.87430626119,1
4165,1,3,3,0.14,2,2,2.25,1,2,3,472.794874051873,1,104.847821521954,577.642695573827,1
4166,1,2,1,0.11,3,6,0.18,0,1,3,200.394874051873,1,214.295307526365,414.690181578238,1
4167,2,5,7,0.62,1,4,3.91,1,1,3,1208.19487405187,1,226.599841407996,1434.79471545987,1
4168,1,2,4,0.05,2,4,4.09,0,1,2,813.094874051873,0,0,813.094874051873,1
4169,1,2,6,0.68,1,2,1.71,1,2,2,1020.99487405187,1,165.040275123279,1186.03514917515,1
4170,1,4,6,0.77,1,4,4.58,1,1,4,1206.19487405187,1,303.436008259034,1509.63088231091,1
4171,1,2,4,0.61,2,6,3.63,1,1,4,787.894874051873,1,404.523006536151,1192.41788058802,1
4172,1,2,5,0.46,1,1,2.17,0,2,2,1035.39487405187,1,145.430132416378,1180.82500646825,1
4173,1,3,4,0.05,1,1,4.51,1,2,3,869.094874051873,1,128.460254384335,997.555128436208,1
4174,1,4,2,0.02,2,4,4.74,1,2,4,606.694874051873,1,245.02209877796,851.716972829833,1
4175,2,2,3,0.84,2,7,1.82,0,2,2,657.294874051873,0,0,657.294874051873,1
4176,2,2,4,0.13,3,2,2.36,1,1,4,661.994874051873,0,0,661.994874051873,1
4177,1,3,6,0.38,2,6,3.73,0,1,3,927.994874051873,1,163.432304377463,1091.42717842934,1
4178,1,2,1,0.25,1,1,1.65,1,1,2,417.094874051873,1,255.676573791113,672.771447842986,1
4179,2,3,2,0.91,1,6,0.21,1,2,4,515.894874051873,0,0,515.894874051873,1
4180,1,1,7,0.72,2,5,4.8,1,2,1,1255.69487405187,0,0,1255.69487405187,1
4181,1,5,2,0.12,2,3,2.94,1,1,4,399.694874051873,0,0,399.694874051873,1
4182,2,1,4,0.26,1,4,4.47,0,1,1,1019.39487405187,0,0,1019.39487405187,1
4183,1,2,0,0.35,2,5,0.79,1,2,4,202.094874051873,0,0,202.094874051873,1
4184,2,2,1,0.86,1,7,3.97,1,1,2,532.394874051873,1,285.705520362109,818.100394413982,1
4185,2,3,2,0.47,1,4,2.51,1,2,2,593.694874051873,1,158.13152122499,751.826395276863,1
4186,2,2,4,0.28,2,7,1.98,1,1,3,602.494874051873,1,265.705889171453,868.200763223326,0
4187,2,3,3,0.89,2,5,1.59,1,2,3,537.294874051873,0,0,537.294874051873,1
4188,2,2,6,0.09,1,6,0.51,1,2,3,884.294874051873,1,224.857323321341,1109.15219737321,1
4189,1,3,0,0.65,2,5,3.68,1,1,3,215.594874051873,0,0,215.594874051873,1
4190,1,6,1,0.59,2,7,1.8,0,1,3,283.794874051873,0,0,283.794874051873,0
4191,2,3,5,0.3,2,1,0.66,0,1,2,729.094874051873,0,0,729.094874051873,1
4192,2,4,7,0.16,2,4,3,0,2,3,1107.89487405187,1,104.961142293186,1212.85601634506,1
4193,2,1,5,0.8,2,4,2.81,1,1,1,966.594874051873,1,387.461167590518,1354.05604164239,1
4194,2,1,7,0.48,3,4,1.34,1,2,1,1131.49487405187,1,315.769706071312,1447.26458012319,1
4195,1,3,3,0.08,2,7,2.41,1,2,3,472.994874051873,0,0,472.994874051873,1
4196,1,3,6,0.28,2,4,4.82,1,1,2,994.494874051873,0,0,994.494874051873,0
4197,2,3,4,0.02,2,1,3.2,0,2,2,754.694874051873,1,90.3660103791094,845.060884430982,1
4198,1,4,4,0.67,1,6,3.4,1,1,3,764.194874051873,0,0,764.194874051873,1
4199,1,4,3,0.1,2,3,3.41,1,1,3,475.594874051873,1,147.725989801254,623.320863853127,1
4200,2,3,4,0.3,3,5,1.18,0,1,4,620.094874051873,0,0,620.094874051873,1
4201,2,3,5,0.33,1,4,0.22,0,1,3,810.994874051873,1,148.050031903491,959.044905955364,1
4202,2,3,7,0.32,1,5,1.54,0,2,3,1075.69487405187,0,0,1075.69487405187,1
4203,2,3,6,0.92,2,3,1.17,1,2,2,865.194874051873,0,0,865.194874051873,1
4204,2,2,7,0.6,1,4,0.96,1,1,3,1118.09487405187,0,0,1118.09487405187,1
4205,1,1,6,0.1,1,6,2.27,1,2,1,1033.59487405187,0,0,1033.59487405187,1
4206,1,1,7,0.72,2,1,0.81,0,2,1,1191.19487405187,0,0,1191.19487405187,1
4207,1,2,0,0.64,3,5,4.58,1,1,2,319.294874051873,0,0,319.294874051873,0
4208,1,3,4,0.82,1,1,4.64,1,2,2,975.694874051873,1,146.934824135152,1122.62969818703,0
4209,2,2,5,0.26,3,5,1.04,1,1,4,727.894874051873,1,400.37924045437,1128.27411450624,1
4210,1,2,0,0.25,3,6,1.24,1,2,2,151.594874051873,1,181.407701169976,333.002575221848,0
4211,1,2,4,0.22,2,3,3.17,0,1,2,709.194874051873,0,0,709.194874051873,1
4212,2,2,3,0.32,2,4,2.54,1,1,3,600.694874051873,0,0,600.694874051873,1
4213,2,4,0,0.48,1,3,4.83,1,2,3,400.994874051873,0,0,400.994874051873,1
4214,2,2,7,0.63,1,6,4.03,0,1,4,1310.49487405187,1,322.44524011308,1632.94011416495,1
4215,2,6,7,0.38,1,3,4,0,2,5,1266.49487405187,1,16.8588919028066,1283.35376595468,1
4216,1,3,6,0.53,1,3,0.38,1,2,2,874.994874051873,0,0,874.994874051873,1
4217,2,2,2,0.88,3,7,0.5,0,2,3,481.494874051873,1,175.21959938045,656.714473432323,1
4218,1,1,5,0.56,2,6,2.34,1,2,1,881.894874051873,0,0,881.894874051873,1
4219,1,6,4,0.35,2,5,2.93,0,2,5,764.094874051873,0,0,764.094874051873,1
4220,2,4,3,0.01,1,2,1.18,1,1,3,452.394874051873,1,185.070287399513,637.465161451386,1
4221,1,2,6,0.34,2,4,3.97,1,1,3,1019.79487405187,0,0,1019.79487405187,1
4222,1,3,7,0.5,1,3,4.94,1,1,4,1224.09487405187,0,0,1224.09487405187,1
4223,2,4,4,0.46,2,7,4.13,1,2,3,723.394874051873,1,192.808725537708,916.203599589581,1
4224,1,3,2,0.12,3,6,1.26,0,1,4,370.694874051873,0,0,370.694874051873,0
4225,2,2,5,0.85,1,6,0.02,1,2,3,843.594874051873,0,0,843.594874051873,1
4226,2,2,0,0.64,1,2,3.31,0,2,2,460.794874051873,1,97.3120773567676,558.10695140864,1
4227,1,1,0,0.89,1,5,2.37,1,2,1,451.294874051873,1,326.657759459131,777.952633511004,1
4228,2,1,3,0.61,2,2,4.95,0,2,1,843.894874051873,1,255.589831946996,1099.48470599887,1
4229,1,2,7,0.69,2,5,0.96,1,1,2,949.794874051873,0,0,949.794874051873,1
4230,1,5,7,0.61,1,4,4.21,1,1,3,1221.89487405187,1,234.92257801882,1456.81745207069,1
4231,2,3,1,0.02,2,3,0.24,1,2,4,186.694874051873,1,196.658908105747,383.35378215762,1
4232,2,3,6,0.94,2,6,0.56,0,1,3,842.294874051873,1,148.568155375096,990.863029426969,1
4233,2,2,2,0.14,1,3,4.74,1,2,2,642.294874051873,1,164.353814118904,806.648688170777,0
4234,2,6,3,0.58,1,2,0.42,0,2,5,653.494874051873,1,33.3503364482535,686.845210500126,1
4235,1,5,4,0.52,2,6,4.87,0,1,3,773.194874051873,0,0,773.194874051873,1
4236,2,1,6,0.8,1,5,1.11,1,1,1,1016.59487405187,1,381.404197755271,1397.99907180714,1
4237,1,3,1,0.34,2,3,4.56,1,1,3,334.294874051873,1,136.154292250453,470.449166302325,1
4238,1,3,7,0.61,1,2,0.8,1,2,2,1021.39487405187,1,90.9481340668246,1112.3430081187,1
4239,1,6,5,0.52,2,6,2.46,1,1,5,772.694874051873,0,0,772.694874051873,1
4240,2,2,1,0.99,2,4,4.65,0,2,2,668.294874051873,0,0,668.294874051873,1
4241,2,6,0,0.7,1,7,4.86,0,2,3,486.094874051873,0,0,486.094874051873,1
4242,1,2,0,0.17,1,6,2.2,1,1,2,239.194874051873,1,294.359117182592,533.553991234465,1
4243,2,3,5,0.31,1,2,2.93,1,1,3,808.894874051873,1,149.088677936894,957.983551988766,1
4244,1,3,7,0.93,2,5,1.96,1,2,4,1080.99487405187,0,0,1080.99487405187,1
4245,1,3,5,0.23,2,6,2.6,0,2,2,786.994874051873,0,0,786.994874051873,1
4246,1,4,4,0.87,2,2,2.02,1,2,3,671.194874051873,0,0,671.194874051873,1
4247,1,3,6,0.26,1,6,1.05,1,1,2,823.394874051873,0,0,823.394874051873,1
4248,1,2,1,0.4,2,4,1.68,1,2,3,388.094874051873,0,0,388.094874051873,1
4249,1,1,4,0.02,1,7,1.26,1,2,1,742.694874051873,0,0,742.694874051873,1
4250,2,2,4,0.86,1,7,0.28,0,2,2,797.894874051873,0,0,797.894874051873,1
4251,1,4,0,0.52,2,1,2.6,1,2,3,274.694874051873,1,175.465687006961,450.160561058834,1
4252,1,2,7,0.55,1,4,2.67,0,1,4,1312.09487405187,0,0,1312.09487405187,1
4253,2,2,6,0.5,1,3,0.02,1,1,2,863.094874051873,1,242.987592534621,1106.08246658649,1
4254,1,1,2,0.89,2,6,2.38,0,2,1,636.794874051873,1,258.754806051914,895.549680103787,1
4255,1,3,1,0.86,2,4,4.36,0,1,3,526.894874051873,1,173.07592033041,699.970794382283,1
4256,2,5,4,0.33,2,2,3.28,1,2,3,663.994874051873,0,0,663.994874051873,1
4257,1,3,4,0.94,1,3,4.27,1,2,2,892.794874051873,1,126.189198743184,1018.98407279506,1
4258,1,6,6,0.74,2,4,4.4,0,2,3,1138.29487405187,0,0,1138.29487405187,1
4259,1,3,4,0.29,2,1,1.46,1,2,2,647.794874051873,1,126.848832819893,774.643706871766,1
4260,1,2,4,0.39,1,5,0.39,1,1,3,637.294874051873,1,242.163860748404,879.458734800277,1
4261,2,5,4,0.62,1,1,0.25,0,1,3,735.194874051873,1,144.640927884788,879.83580193666,1
4262,1,2,7,0.27,1,3,4.56,0,2,3,1280.19487405187,1,88.1281964364582,1368.32307048833,1
4263,2,2,0,0.79,1,4,2.91,0,1,2,490.294874051873,0,0,490.294874051873,1
4264,1,2,6,0.93,3,7,4,1,1,2,1017.99487405187,1,287.610068831947,1305.60494288382,1
4265,1,3,3,0.15,1,4,3.81,1,2,2,732.094874051873,1,169.813508994175,901.908383046047,1
4266,1,4,4,0.73,2,7,4.39,0,1,3,776.494874051873,1,153.016236903066,929.511110954939,1
4267,1,3,3,0.72,1,2,4.79,0,1,2,780.194874051873,1,126.637870141542,906.832744193415,1
4268,2,6,5,0.77,1,3,2.34,0,2,5,1004.19487405187,1,35.076733945354,1039.27160799723,1
4269,2,4,1,0.82,2,4,4.32,1,1,4,524.694874051873,0,0,524.694874051873,1
4270,1,3,6,0.64,2,4,3.49,1,1,4,1034.79487405187,1,335.604659927214,1370.39953397909,0
4271,1,4,1,0.86,2,6,4.57,0,2,3,507.394874051873,1,91.9610035283463,599.355877580219,1
4272,2,2,3,0.09,1,5,2.88,0,2,3,712.794874051873,1,160.302305933361,873.097179985234,1
4273,1,3,5,0.84,1,1,2.94,1,1,4,1018.29487405187,0,0,1018.29487405187,1
4274,1,2,4,0.6,2,2,1.6,1,1,2,625.094874051873,0,0,625.094874051873,1
4275,1,3,3,0.88,1,3,2.21,0,2,4,781.994874051873,1,145.594971496197,927.58984554807,1
4276,2,1,4,0.63,1,1,4.09,1,2,1,1043.49487405187,0,0,1043.49487405187,0
4277,1,3,5,0.99,2,6,1.34,0,1,3,772.794874051873,1,169.708010789094,942.502884840967,1
